fact_title,fake_title,fact_url,fake_url,fact_tweet,fake_tweet,Related,Truth Score,Unnamed: 8,Unnamed: 9,New_fact_url,New_fake_url,connected_components,id_connected_components
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@Ghryswald Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""While you're still going on about an illiterate fuckwad making up a word...\nHoly Fucking Fuck https://t.co/ACSplHvXZ8""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@zarawesome Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""next: redefine the meaning of mental disability https://t.co/h2BXyx8xKU""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@corderophi678 Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""This is unbelievable. https://t.co/kCD9H79rJC""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@heidiheilig I do think it's a concerning bill, but the article is a little inaccurate: https://t.co/UB8RGa6hS9""","""When are these colonies gonna rise up? https://t.co/ChszKIRIXa""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@Silkylinks Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""this is like the x-men except theey dont even have powers what hte fuck https://t.co/AZ9R8G8GxL""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@TerraSirena Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""welp https://t.co/NRCiXcgUTJ""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@Heartbreakraxh Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""Are we still pretending everything is going to be fine? https://t.co/rDiB588KUG""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@McKellogs @cdchambs Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""@cdchambs https://t.co/fmLPEHyeIQ""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@l3rd4s0y https://t.co/qtRp742bcr scopes dice k no es ask""","""Wtf?!? Se os ha ido la puta pinza. Los eugenistas dais asco a m\u00e1s no poder. https://t.co/ihEOA91Sry""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@SteffChilds @alyssaharad Snopes says no https://t.co/qtRp742bcr""","""No. Just no. No way in Hades. As @alyssaharad suggests, call your your Senators to oppose this BS. Bill status here\u2026 https://t.co/KsarqHTlia""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@Ksimon722 Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""Terrifying. https://t.co/hS3Jt7g65Y""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@ElGrinchoid Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""Well. Thats fucking horrendous. https://t.co/XswDcQjxVb""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@Wpg_UrbanNomad Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""This is frightening https://t.co/XoeLDe976Z""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@AspiewithQs Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""Aaaagh! People actually did this on purpose. They passed this Bill on purpose. People actually thought this was a g\u2026 https://t.co/dL6SDmM4ex""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@thisisableism Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""Please tell me this is fake https://t.co/BvlLCu7EQX""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@JXilon Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""You've got to be fucking kidding me. This is horrifying. https://t.co/RjBkbc7g7l""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@Ninaberry Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""Hello, dystopia. We're there. https://t.co/48yFTdS6Vd""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@PunkinOnWheels @smamela Better info than this article provides, which has a very click bait title: https://t.co/IiOcpT2WIH""","""I was really really really hoping this was fake. But https://t.co/OUOpSt5o7N https://t.co/H7g0FZdiU0""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@monbrielle Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""what the fuck https://t.co/sb6gQDelAO""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@autistic_pidge Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""this is actually a real story talking about a real bill, one that assholes like Autism Speaks are totally supportin\u2026 https://t.co/pJQgZG6yNb""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@FallenIsel Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""This is bad guys. Yell at your congresspeople about this. So much potential for abuse. https://t.co/cVVeGhoCrL""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@GranspearZX Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""What in the fresh hell... https://t.co/dBgZT25V1c""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@TeenyTwoTimes Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""Read this. https://t.co/sF1i6ossYR""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@katie_blaze Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""What the fuck??? https://t.co/wQqNzpGEi3""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@delphoxglove Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""This is... wow. https://t.co/jGix4fET5e""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@alyssaharad Hmm...Snopes calls this \""mostly false,\"" if it helps: https://t.co/qIGCReWuns""","""It took me a moment to verify and process this bc it is so clearly from a dystopic fantasy but it is real. Call you\u2026 https://t.co/MclZsn8fx8""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@_Sandra_R_ Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""... https://t.co/SNHOWIqdSZ""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@FleetSparrow Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""Horrifying https://t.co/UjsLz67Pot""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@tenebrisvacuum Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""Jebus Archebald Christ...this is some wickedly Orwellian shit right here. https://t.co/BW75aiTGUd""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@TheFaba Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""WTF!!! The disabled are not cattle! https://t.co/ZFzWyX5Bwe""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@studio_gal Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""what House is this?\nNot JESUS' house. https://t.co/FuUdyX77i1""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@GrangerLiv Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""this sounds like something straight from a dystopian/sci-fi book https://t.co/sPhS5cHsTq""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@PunkinOnWheels Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""I was really really really hoping this was fake. But https://t.co/OUOpSt5o7N https://t.co/H7g0FZdiU0""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@latentexistence Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""It looks like fake news but does actually link to a real bill specifying use of tracking technology. https://t.co/VmivdUrJI9""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@Bitxina Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""Wait, WHAT?! https://t.co/IERFiBsswz""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
FACT CHECK: House Passes Bill Allowing Government to Microchip Citizens with 'Mental Disabilities',House Passes Bill Allowing Government to Microchip Citizens With “Mental Disabilities”,http://www.snopes.com/government-to-microchip-citizens/,http://www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"""@adigoesswimming Snopes says no https://t.co/qtRp742bcr, I tweeted it but no""","""You know that people with disabilities are people? Like, ACTUAL PEOPLE? Anyone care? #CripTheVote #disabilityrights https://t.co/4duYlKUIKH""",TRUE,False ,,,www.snopes.com/government-to-microchip-citizens/,www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html,"{'www.snopes.com/government-to-microchip-citizens/', 'www.activistpost.com/2016/12/house-passes-bill-allowing-government-microchip-citizens-mental-disabilities.html'}",162
